store	week	hhincome1	hhincome2	hhincome3	hhincome4	hhincome5	hhincome6	hhincome7	hhincome8	hhincome9	hhincome10	hhincome11	hhincome12	hhincome13	hhincome14	hhincome15	hhincome16	hhincome17	hhincome18	hhincome19	hhincome20
18	29	9.446534	8.941088	8.192513	9.984256	11.60785	12.07633	10.02678	9.675927	10.37738	10.91758	9.669855	10.65732	10.02069	10.64326	11.74234	11.96729	12.25344	9.38261	9.333843	9.568887
18	30	10.85371	8.302014	8.684923	10.71407	11.04721	10.22046	10.81341	10.34794	10.89694	11.05769	11.49814	9.689208	9.690434	10.2743	10.64472	10.56546	12.7705	8.938182	11.27448	11.16327
18	31	8.424073	10.7924	9.330544	10.08325	10.16245	7.842359	10.12526	11.60678	10.41492	9.588433	10.94801	11.48395	12.0425	8.024591	10.97473	10.14862	11.35515	10.79804	11.13636	11.76023
18	32	11.70165	12.09871	9.542526	11.06865	9.579137	10.12959	10.34781	10.43902	10.32483	10.76267	11.2647	10.14543	10.71233	9.605407	10.36414	10.74148	10.79235	10.70443	11.00622	11.61245
18	33	11.33019	9.808759	10.54007	8.740925	9.071311	11.02512	11.50362	9.290215	12.07028	9.792844	11.7821	8.427823	10.78265	10.32032	10.2545	9.986032	9.757498	10.63836	10.02135	10.32172
18	34	10.57698	8.6684	9.27545	9.90019	8.809814	10.71652	10.45789	10.61768	8.371864	10.20649	11.14049	9.957332	9.548862	10.86139	11.98418	9.14367	11.52091	12.19988	9.87049	11.58379
18	35	9.903122	10.09367	10.37441	9.948501	10.75401	9.118874	10.46773	9.602801	12.08027	9.144716	10.07752	11.88184	10.56798	9.450224	10.41639	11.55472	9.879039	10.77544	8.873392	11.00748
18	36	11.80556	10.07579	10.25605	11.42944	11.27031	9.67348	10.48858	11.44438	11.7182	11.65387	10.71555	11.55545	12.00121	10.71152	10.55516	9.502153	10.31802	10.28453	9.977864	10.73831
18	37	11.99356	9.718702	10.92727	9.878143	10.10096	12.08208	11.57066	10.63747	10.13354	10.02265	9.436086	10.34837	10.66221	9.927038	10.91789	10.22035	9.700063	10.3525	10.7791	9.988523
18	38	10.90264	10.07771	10.11373	9.367529	9.924245	10.76046	10.6831	9.460805	10.61573	9.728745	10.91065	10.65064	11.11243	9.853012	10.62992	10.6595	8.991443	11.9328	11.77819	8.929407
18	39	11.7768	10.87232	10.7497	9.113041	10.41195	9.684796	9.712262	10.99238	10.56922	10.35213	11.13485	10.9629	12.14274	10.05344	10.21555	10.79042	9.245275	9.035584	8.934973	9.466859
18	40	9.662781	10.09865	12.56296	9.387198	9.04509	10.68552	9.345032	11.01566	11.65125	10.03675	10.5984	12.33305	10.19449	10.03049	9.308274	11.70296	10.1023	10.38696	9.58357	9.974189
18	41	10.24154	10.47331	11.37014	9.089208	10.80106	11.36381	11.75204	10.33512	10.78502	10.4687	9.157728	11.22156	11.14602	11.87919	9.581037	9.362492	11.40626	10.41864	11.65796	9.945942
18	42	9.776211	11.61517	10.96288	12.50395	10.09821	11.19114	9.057294	10.51898	12.10997	12.64223	9.0554	10.46763	11.73168	9.528095	10.51536	9.084858	10.33833	10.54878	9.824904	10.2081
18	43	9.7269	9.746069	10.53246	10.64746	10.5525	9.896032	9.303816	9.768748	10.59134	11.23674	9.323364	9.753669	10.20783	10.66861	10.35179	9.135086	11.02899	9.813626	11.24541	10.31257
18	44	9.913825	9.130661	11.06509	10.79683	11.0742	10.64535	10.50292	8.618243	11.38891	11.43034	10.08989	9.67848	11.80176	9.729205	9.282176	11.39915	11.41045	8.721032	7.990861	11.35242
18	45	9.281146	8.216726	10.92034	10.65461	9.915055	10.47199	9.750821	10.1097	10.13034	11.85827	8.454337	11.42566	9.499765	9.484314	10.06253	10.12955	10.74716	10.59976	9.536434	10.91977
18	46	10.68659	11.22299	11.57117	11.1432	10.32179	9.331308	9.987297	10.47221	9.596841	8.941145	9.392225	10.52486	10.18373	9.471661	10.66513	8.369309	10.83962	9.60842	9.548082	9.585818
18	47	8.029885	11.55872	9.314446	11.99377	10.46504	10.68835	10.30424	11.25524	9.06145	10.66527	8.787445	11.10463	10.72937	9.895282	10.71982	12.15714	13.39416	11.37983	11.30493	9.146824
18	48	12.51693	9.454959	10.49194	9.355742	10.39427	11.56714	9.66109	10.8113	10.60648	8.876582	13.13894	12.0204	9.201823	10.04278	10.21229	9.721684	10.63588	10.6038	8.703061	11.46527
21	1	12.40103	11.2534	9.644478	11.26038	9.600914	10.6163	10.26579	11.16021	10.5037	10.68909	11.06378	9.646499	11.10079	11.10991	11.63533	9.57201	10.47992	10.84346	11.00776	9.701878
21	2	9.780737	11.13868	10.89319	10.94185	10.68044	10.20646	9.132938	11.36682	9.564752	10.13095	8.376277	9.625733	9.839382	10.23104	10.32334	9.425461	11.11956	10.15771	10.85215	11.37848
21	3	9.914531	10.00385	9.663412	11.80876	9.920635	11.41454	9.937021	11.53915	9.900756	10.12948	11.93117	9.925555	10.6597	9.101188	11.68589	11.87384	10.90065	10.53032	10.66225	10.75468
21	4	10.05942	10.30289	8.535111	11.38121	11.60631	12.12205	10.51523	10.61035	11.14379	9.658216	12.53364	10.42748	10.67514	11.34101	9.6028	9.42393	7.490927	11.33627	10.45974	12.02422
21	5	12.71763	11.02983	9.384379	10.55213	10.5032	11.37212	11.81363	10.55917	9.522563	10.94026	9.464861	10.0261	11.72252	10.59204	11.17163	9.983626	11.52777	9.976989	10.85273	10.96346
21	6	10.38066	10.28488	8.525693	10.66684	10.12874	9.661799	11.41839	12.45104	9.756712	9.050422	10.99721	12.211	10.81186	10.35009	10.54313	12.3815	10.54447	11.40367	10.49968	8.587609
21	7	11.96328	11.10662	8.956478	10.79612	9.236756	11.00733	10.22838	11.26879	10.51577	10.50668	11.6978	12.01895	11.53434	8.969014	8.938999	13.07152	7.946912	11.64473	11.11091	11.00242
21	8	8.618505	11.93958	11.80127	11.28862	10.74537	12.43138	11.38662	10.54471	11.33122	9.792935	11.88288	9.89962	10.83069	11.23859	11.16561	10.5851	9.932611	8.731098	10.83942	10.83095
21	9	10.82074	10.29395	11.3525	11.39325	10.90501	9.876727	12.2566	9.585155	9.660702	10.64841	9.552932	10.97025	11.80655	11.19315	10.27386	11.50067	9.936851	12.23288	10.87256	10.80182
21	10	13.12258	9.987584	9.693389	12.4165	11.40416	8.84595	8.730994	8.82158	11.41324	12.4977	11.53969	10.3345	12.19012	10.13148	10.33158	10.26385	11.51481	10.12664	13.22358	11.77255
21	11	11.29237	11.6394	10.8779	12.11614	11.84836	11.01407	10.55049	11.04917	11.56463	10.94675	9.898753	9.721105	9.720863	11.77792	9.669173	10.19594	10.3356	10.67685	11.90483	10.43833
21	12	9.533785	10.91976	11.41999	9.464057	11.48147	9.458843	11.01476	10.51588	10.99086	8.635274	12.54466	11.61475	12.23975	11.90383	11.36247	10.29653	11.76021	10.51077	8.438216	9.904935
21	13	10.59115	11.64456	10.71598	10.44528	12.39846	10.95111	10.75595	11.14064	9.384812	11.20799	8.957867	9.485847	9.661345	10.57952	11.42894	10.79996	11.58352	11.25147	10.25728	11.32298
21	14	10.48543	11.79873	11.91718	12.43428	11.62289	10.07527	11.18587	10.11258	10.7402	12.47137	10.77941	9.644536	10.88461	11.52407	10.68324	10.95877	9.334168	12.39523	11.37569	9.926147
21	15	9.738456	10.71434	11.89623	10.57566	10.89874	11.31663	10.87503	11.89219	10.50722	10.96424	10.86539	12.22628	10.35644	9.095791	12.51351	9.992992	9.466452	10.07449	9.174047	9.846755
21	16	9.295725	9.530344	10.60066	10.94223	9.81133	10.30333	10.48542	11.41531	10.41217	10.61094	10.96697	10.56692	10.49399	9.835297	12.05626	11.7391	11.00412	10.48167	11.13888	9.623321
21	17	9.855657	9.723137	10.7945	10.32846	11.15091	10.99965	8.916646	10.10205	11.49311	10.90052	10.35665	11.87058	10.62832	11.38617	10.57398	9.957038	12.97577	8.325504	11.83482	9.806028
21	18	8.998982	11.63531	9.739458	6.705115	12.49218	9.800088	9.863666	10.90983	9.88708	11.33121	9.228665	11.69074	11.08604	11.5284	11.58794	9.738621	9.760142	12.82694	10.46945	9.350618
21	19	11.90912	11.1574	9.977393	10.20391	12.75453	9.835483	10.75973	9.023413	10.33277	11.19931	11.12712	10.58673	10.98729	12.13409	12.03912	10.83307	9.220236	10.69807	10.80638	9.425423
21	20	10.6595	11.43694	10.69866	9.548679	10.61557	10.42697	10.87405	9.042537	10.51254	9.915801	9.8446	10.35767	10.33455	10.55147	8.757803	9.556123	11.45485	10.4875	10.37146	10.19821
21	21	10.52157	10.06487	12.13576	11.70702	10.07661	9.021418	11.81081	10.79915	10.9166	12.15772	9.896407	8.568166	11.87609	9.088427	11.58489	11.75939	10.26294	11.40931	10.70773	8.437201
21	22	9.339486	12.65916	12.11385	10.04552	11.68406	11.55526	12.03439	10.76845	11.09328	10.997	11.03146	11.26834	8.219614	11.56236	9.906009	10.77558	10.31173	11.4982	12.47756	10.35238
21	23	10.35833	8.954357	8.901649	12.07768	9.729796	10.11255	11.05817	10.62437	10.89268	13.31488	10.80783	9.477575	10.48956	11.32964	10.66786	12.20786	11.08173	10.31499	11.57951	12.03241
21	24	11.51167	9.542314	10.47824	10.72546	11.20765	10.32725	11.31255	11.21639	10.87579	10.00206	12.03858	11.99363	10.97065	9.925857	11.65618	10.55234	9.855391	10.79724	11.60875	11.08826
21	25	10.94719	10.88382	12.55816	9.782407	10.32301	11.04295	8.561381	10.00395	8.181159	12.24289	13.51384	11.4654	9.349302	10.27699	10.49678	12.64019	9.492179	10.78736	11.22566	8.799398
21	26	10.08856	10.84692	10.30398	11.27429	10.90398	10.04204	11.34185	10.9273	10.55821	10.52687	9.813063	10.52579	10.91801	10.47108	10.05055	11.58937	10.85489	10.95841	10.72943	11.70314
21	27	10.35668	11.57189	10.05521	10.53444	11.44197	12.40158	12.53811	11.93721	10.22187	11.09203	10.79049	10.84955	10.16312	11.0545	10.70573	8.008466	10.8939	9.018494	10.76882	9.399446
21	28	11.19288	10.80724	11.27382	11.71208	11.72913	11.38531	11.25969	9.00275	10.57259	11.29265	10.85448	11.15841	11.34725	11.19871	12.30289	12.20523	9.187732	9.438645	9.023415	11.69302
21	29	11.73236	11.94353	11.43766	10.5868	10.68895	9.012656	10.70524	9.320628	10.04905	10.26313	11.00215	11.20191	9.225841	11.32066	11.52763	12.20059	10.99814	11.0975	11.30301	10.6815
21	30	10.29012	10.77685	10.34708	10.44977	12.28995	11.52506	11.74941	11.38618	10.73026	9.956786	10.0345	12.04357	12.20019	11.55118	11.87773	12.38195	10.22206	11.23333	10.92214	10.31381
21	31	10.3052	11.26733	11.52352	10.77168	12.20236	11.63606	9.859894	10.03067	11.32608	10.9695	9.84237	10.86197	9.902287	10.60803	10.65095	10.90028	10.58029	12.38092	10.72272	11.14324
21	32	11.82783	12.15807	11.25397	8.858962	10.5555	10.30049	9.571447	12.0997	10.69861	10.45798	12.2517	8.572438	11.77025	11.66233	12.51864	10.15899	9.326145	11.33052	10.42629	9.8697
21	33	9.500852	11.55792	9.239194	9.626344	10.91021	10.8174	9.603929	10.74498	10.03006	10.35393	13.07219	12.30534	11.22632	10.43365	10.91617	12.86624	10.84087	10.89197	11.52583	10.91433
21	34	8.936199	11.1475	11.07073	11.35734	11.19809	11.35235	9.111731	9.667078	12.57466	11.37723	10.47548	11.62518	9.567499	9.637527	11.26906	7.523092	11.57448	12.62837	8.924818	10.86027
21	35	12.28436	9.559167	10.90027	11.55126	11.15795	12.6421	12.75521	11.77619	10.47278	9.764812	12.01675	11.2223	10.37034	11.3463	12.87624	10.77813	11.05418	10.07764	11.46688	11.86151
21	36	6.868409	10.93692	10.93616	11.71096	10.57686	11.20172	11.36445	10.9523	11.84175	10.44667	11.86765	10.07992	10.09909	11.03531	11.73713	11.17736	9.457982	10.26784	11.59745	10.83163
21	37	10.49368	9.812148	11.26757	12.20187	10.26256	12.37464	10.54715	7.87561	8.75138	10.37802	11.14193	8.713509	11.56351	11.96819	12.46217	10.31028	11.46765	13.57306	11.16579	9.481975
21	38	11.13996	10.13839	9.900991	9.500015	10.96336	10.08415	9.323975	11.36962	11.43736	10.9684	9.924904	10.02419	12.46376	9.841711	11.6192	10.24044	10.63812	11.09392	10.48085	9.149365
21	39	11.16681	11.01676	8.592639	11.13455	12.24269	9.486376	11.5068	10.81856	10.68983	10.7091	11.32768	10.43378	8.02916	10.69652	9.639574	10.79149	9.483979	11.55633	10.05533	11.01182
21	40	11.75844	11.94185	11.38094	11.29475	10.4714	9.336677	10.88852	11.11269	10.39755	10.15508	11.65779	10.79004	12.36773	12.99631	9.026162	10.97197	9.661682	10.68092	11.41091	11.16076
21	41	9.392685	10.75129	13.06142	10.77657	9.86004	8.730809	11.97044	10.51215	10.11277	10.94288	10.35326	10.66897	11.09333	10.15894	11.39965	11.63307	12.91401	8.832427	11.04857	12.229
21	42	10.12918	9.769791	11.74602	10.94632	10.3768	11.04852	10.57425	9.518475	11.02204	11.9145	9.793785	10.69419	8.917743	12.11068	10.67099	10.65862	9.73556	10.39068	11.69664	10.18429
21	43	10.42416	10.2049	9.858394	8.670638	11.69441	9.596448	10.0657	9.619558	12.46976	10.62512	11.36524	10.90291	7.70364	10.3401	9.826879	10.83283	10.87851	10.35795	8.847993	9.716635
21	44	11.5209	8.555192	10.05474	10.19148	12.11335	9.292168	9.808993	10.90552	11.56452	8.951394	10.55302	9.498775	9.998335	10.08044	11.9053	9.661617	8.921357	11.68419	10.76672	10.76513
21	45	10.14831	11.31178	8.975846	12.69288	10.7852	9.999533	10.21987	10.97707	10.50012	10.13374	10.76342	10.60367	11.90009	11.98917	11.58918	9.483923	10.59615	10.90826	10.31962	13.0749
21	46	11.75949	9.863248	10.63862	11.35974	11.62006	8.772023	11.2778	11.5081	11.94108	11.67132	11.38437	10.5082	12.25658	11.52204	9.144588	11.17144	11.403	11.85827	11.94209	10.61245
21	47	10.04401	11.53667	11.36133	10.50894	10.29679	8.781085	12.11148	10.90422	10.96229	11.05017	11.06165	10.26189	10.90421	10.10256	10.3386	10.92793	9.504241	10.19099	9.53972	12.72424
21	48	11.31799	10.60452	10.83084	11.20877	11.34729	11.74166	10.87703	10.90068	9.909751	9.605186	9.537064	9.500966	9.305122	11.08934	9.723558	10.07613	11.69733	10.98411	10.89775	11.51266
28	1	10.42194	10.63335	12.85059	10.93881	9.83157	10.00969	11.41584	9.782238	9.418082	9.384246	11.61245	9.641076	11.11515	11.42182	10.00318	11.60846	11.2368	11.80059	10.89807	11.64216
28	2	10.86483	11.35613	11.08911	11.37985	9.812226	12.35318	11.45891	7.664838	11.24056	10.01795	9.004185	12.01827	10.76217	10.42744	11.12978	10.13046	12.87372	11.45787	11.14608	11.03629
28	3	11.43264	11.90671	10.68913	10.9002	11.43979	10.35025	9.416203	11.64776	10.17079	8.764471	10.19881	11.11465	10.31555	10.08425	9.607274	9.900519	10.17811	11.56561	10.95979	12.5961
28	4	9.257719	8.821952	12.29838	9.71447	10.33296	10.54496	11.26035	11.20327	10.15655	12.3366	10.95951	12.63965	9.379372	11.87158	11.44808	9.662334	10.47246	11.03452	10.13853	10.64308
28	5	9.703777	10.88263	9.999764	10.51496	12.90536	12.1958	11.01668	11.36257	9.196461	12.27085	8.719174	10.73208	10.49332	9.873128	9.731675	11.46452	11.24487	10.11147	11.32987	10.58622
28	6	9.431059	11.04001	11.28931	11.58144	10.72412	12.46653	11.72805	11.94401	10.18296	9.472713	11.2699	10.69175	9.984144	11.36395	9.672532	10.72497	11.30308	10.33153	13.01086	11.60102
28	7	13.00052	10.51252	10.39715	12.64951	11.29652	10.36058	12.20789	10.56655	9.725482	11.02825	10.5015	11.68904	10.91971	10.20803	10.24799	8.196052	11.68421	13.27047	9.146662	13.0969
28	8	9.955694	8.827276	11.22904	11.3785	10.64744	10.03168	9.750245	10.89847	12.59758	9.726292	10.1802	9.922128	11.41884	10.91206	13.11688	10.99252	10.21043	12.03351	10.64925	12.54431
28	9	9.679886	10.72702	11.09476	11.67617	10.81731	11.14976	11.19452	12.20046	10.58782	11.24982	12.26861	9.555933	10.87961	11.99832	8.922086	11.48504	10.32512	9.357948	11.78128	12.23581
28	10	10.43111	11.83693	10.60826	11.34144	10.63876	9.274844	11.22245	11.25346	8.406907	11.55376	10.56423	10.91423	11.43113	8.720227	10.77557	9.782272	11.32179	10.27496	11.21437	10.84702
28	11	10.06044	10.1824	10.22684	9.724444	10.09943	10.99326	10.99117	10.96245	11.02245	10.86655	11.87089	11.58679	12.49956	11.26964	10.71239	9.998146	9.295397	12.66986	10.81558	10.16095
28	12	10.80977	8.647578	10.09432	13.50138	12.34191	9.841059	11.204	11.60811	9.8536	10.32954	9.570421	11.04262	9.683341	10.65658	9.695016	9.922655	11.36892	11.63732	12.72159	9.634645
28	13	10.57021	11.79577	10.90998	9.662161	11.34629	11.92236	10.13145	10.26725	9.712206	9.689165	11.71477	13.02233	11.25055	11.17963	10.2412	8.767356	10.76272	10.11204	9.829272	10.86337
28	14	10.3565	9.738396	10.37286	9.039928	9.445758	10.15921	10.11887	10.84234	10.18237	11.10111	10.26804	10.53944	9.815732	11.95923	10.2414	10.09047	10.22398	9.680692	11.39103	10.53688
28	15	12.11777	11.88844	10.31144	10.06966	9.943594	11.82973	9.460564	10.31965	11.13887	10.48776	9.596334	9.368182	9.613587	11.63649	11.76361	10.34018	11.4552	10.57881	9.708506	9.827682
28	16	9.53179	10.3975	12.08209	8.617794	9.632338	10.08603	9.442237	10.61583	10.19171	10.1769	10.87102	11.03699	11.98572	12.36082	10.85112	9.975255	10.59914	10.25054	9.360924	11.30546
28	17	8.950589	11.55396	8.222616	11.69138	11.07737	11.51372	11.31116	10.04039	11.43786	10.62686	10.78441	10.83023	12.16799	10.2047	9.807806	8.983344	11.12324	10.53887	10.00279	11.46795
28	18	8.585089	8.791502	9.714851	9.836098	11.02769	11.88101	11.13566	10.41028	10.5818	8.794478	11.31008	10.82695	12.4167	11.79822	12.37019	10.7051	9.548569	12.29226	9.415364	10.63939
28	19	10.93853	11.42371	11.12057	10.61265	11.15979	11.65609	11.15375	9.789201	10.59147	11.77826	11.84356	9.222907	9.537498	9.889966	11.21762	10.55552	8.891914	9.389581	9.906808	10.61743
28	20	10.94056	11.6147	10.9849	11.04345	10.68463	12.27621	10.42994	11.45936	11.048	11.05122	10.08885	8.576332	10.16075	11.24644	10.66472	11.23826	10.57672	11.05976	9.952747	11.34837
28	21	12.26747	11.31265	10.05355	12.7698	10.33126	10.89359	10.55274	9.596176	10.05507	9.804371	8.582635	12.6538	11.67039	11.66985	9.165387	11.92557	11.42441	10.60738	9.925012	10.27882
28	22	11.54532	10.52547	9.925397	11.42721	11.72854	11.62816	10.37658	11.61811	9.007757	11.95934	12.07269	9.881713	9.494323	9.017852	10.53496	11.81278	11.82965	9.477648	10.97604	10.44731
28	23	11.17282	9.602659	10.03915	11.88921	10.77344	9.256565	12.36197	11.33269	11.51639	12.1216	9.32176	11.33994	12.16812	9.06899	11.19311	10.05013	11.3997	9.728086	9.985929	11.12097
28	24	9.673728	11.39877	10.77559	9.901667	11.08062	11.54253	10.92944	12.62156	10.064	11.29375	12.14141	10.01341	9.540036	11.2675	10.46928	9.737687	12.49871	10.86562	10.6744	13.04319
28	25	12.27225	11.37914	11.18492	9.926915	10.70353	11.589	11.54307	10.90424	13.86177	8.755876	10.94653	12.5058	12.75413	9.896271	11.0328	11.46174	11.18985	11.78555	11.13133	11.87887
28	26	9.787386	10.06634	9.910311	11.77671	10.21066	10.87573	12.05745	10.98423	11.59742	10.92713	11.00574	9.423629	11.67262	10.24657	9.742103	11.54913	11.28758	10.01552	9.906793	10.07593
28	27	11.53127	11.28855	10.02542	8.261011	12.32167	11.24109	10.8477	12.0774	10.44593	10.82054	9.989555	11.95769	11.43172	11.50627	11.31379	10.9242	11.87071	9.876086	12.01156	9.027547
28	28	10.80979	13.03417	9.734305	10.94037	12.10195	12.10413	9.792001	10.05129	12.18738	11.73271	11.37351	10.21318	12.47576	12.15904	10.85261	10.2213	12.90082	12.08737	11.04628	7.827322
28	29	10.07326	10.79462	12.47763	10.2445	10.89738	9.40591	11.85987	10.29611	9.95402	9.762908	10.93196	11.30502	11.6405	9.107555	10.02078	10.3609	10.46999	8.776873	11.30701	9.811552
28	30	10.56349	9.581758	9.441931	10.78502	10.37511	8.944698	10.34569	11.11413	10.86111	11.23118	10.08318	11.26135	13.03701	10.03255	10.35893	10.38854	11.80195	10.71306	11.62554	10.64681
28	31	10.51073	12.12474	11.35504	12.70307	10.77275	10.58674	10.85503	12.20902	10.87687	9.912599	10.55087	10.87658	9.720143	12.25327	10.85406	10.90964	12.1687	11.13216	10.65092	10.3584
28	32	8.815485	10.17491	10.86604	8.785934	9.946886	10.19709	11.06038	11.63254	11.25968	10.45332	11.59147	10.49673	11.18909	10.19218	10.02843	10.67951	12.01512	9.320164	9.790606	10.74819
28	33	9.837702	11.4128	11.08102	12.43867	11.58181	11.25295	8.467957	11.80855	11.3522	10.14987	9.566104	11.30856	12.01192	9.283145	12.0024	9.552568	11.78592	12.47943	10.87024	10.39819
28	34	10.27244	11.83949	11.0702	9.541816	11.70093	9.255461	11.51434	10.50107	9.623774	10.83604	9.309741	10.5617	8.180471	11.03456	11.17234	10.572	9.602255	12.04195	11.13363	10.91071
28	35	10.79864	10.74932	11.29646	11.97962	7.572574	9.788301	11.79501	10.08402	10.98295	11.81997	10.53523	11.17558	11.15048	11.22411	11.08014	9.264196	11.73217	10.70729	11.46428	9.978185
28	36	11.00069	10.79533	10.67264	10.6124	9.411912	9.911914	10.52094	10.47585	12.80828	10.74271	11.22956	11.49622	12.70372	9.020673	10.86906	11.28381	11.4239	10.91884	11.14992	10.9412
28	37	11.13208	10.90347	12.64902	10.01769	10.74815	9.532883	10.12575	11.14714	11.62533	10.42481	10.55214	11.48951	8.260088	10.29566	10.34123	10.67269	10.14179	11.28632	11.76099	10.62008
28	38	10.21633	10.42786	9.805044	10.70353	10.19381	9.95388	8.736584	12.48448	11.70781	10.0695	10.86443	9.785327	11.62996	11.186	9.484452	10.43598	10.89349	10.24798	10.93238	11.79475
28	39	10.58604	10.15281	11.22627	11.65262	10.12394	8.918139	11.29519	12.58648	10.06742	9.21302	9.195671	11.63362	9.858395	10.81434	10.81156	12.63834	10.66846	10.2025	11.46415	10.37006
28	40	10.76989	11.04137	9.83829	10.26126	11.29413	10.54631	9.735987	9.863488	11.27346	10.00603	10.01104	12.85343	10.22828	13.92077	10.68759	10.50856	10.37478	10.61647	9.991267	10.31187
28	41	9.357025	10.91976	11.1375	9.927318	11.17362	11.68025	8.772266	9.882087	11.67572	10.99299	12.5981	10.32239	12.03251	10.39749	9.815171	12.66903	11.48592	10.34864	10.07307	7.902571
28	42	8.48896	11.05131	12.52535	10.04489	12.01188	10.44966	11.33793	10.69088	12.48306	8.475803	11.5573	10.62623	11.50554	9.661788	10.17468	10.03105	12.37934	9.412232	10.07378	12.69821
28	43	9.735648	10.51642	11.72539	10.46782	9.594969	11.59223	10.80054	8.503169	9.638689	10.42833	11.34375	10.64164	15.06458	10.87111	9.542963	9.485752	10.5792	11.36628	11.1253	9.359982
28	44	10.17493	10.0629	9.893936	10.35089	11.69153	10.22388	11.11125	10.18624	10.97614	9.898288	10.65193	9.809236	11.78509	10.41319	10.78127	10.70271	10.67207	10.38149	11.06391	11.24404
28	45	10.8558	11.8903	10.17892	11.82865	9.432575	11.12174	11.35816	10.37261	10.76408	10.46832	10.66053	12.08737	10.82469	11.42374	10.59035	10.24264	10.82639	11.18404	12.4978	11.84627
28	46	11.63357	10.02657	10.54209	11.76999	11.37585	12.77645	10.35981	12.12721	10.57148	10.66098	10.08044	10.6103	12.47216	11.50516	12.34801	10.27271	10.98225	10.30137	11.81288	10.68144
28	47	10.4669	12.173	9.354774	10.91001	10.94662	9.935876	11.07893	11.25341	10.65961	12.3018	12.20181	11.10252	12.68751	12.52708	10.30457	12.20019	11.2508	10.14713	12.20646	10.719
28	48	10.84129	8.862078	10.89237	10.89013	10.93852	9.510595	11.42164	12.90271	14.4237	11.14065	13.47776	9.724772	12.13445	10.47963	10.75306	10.55191	11.09096	11.23139	11.24741	11.9871
32	1	10.15804	11.52016	9.005614	9.324606	9.161055	11.19275	10.16568	11.05737	12.5684	10.66927	10.23018	10.97626	10.72984	9.170618	9.806547	10.94628	9.84699	12.14112	10.4964	11.63246
32	2	10.57473	11.12414	10.8155	11.52359	9.57842	10.50313	10.3114	11.70683	10.78275	11.29071	10.797	9.260856	11.1737	11.46192	9.385952	9.01018	10.22565	9.384494	9.648983	10.17401
32	3	9.735446	10.17947	9.16212	10.42801	11.49938	11.79435	12.04648	10.93565	9.216274	11.4142	11.73183	11.72258	10.7333	11.36033	11.0597	10.58178	11.20049	12.17513	10.61572	12.86972
32	4	11.44902	10.86502	10.86937	11.20635	8.749895	11.58115	10.29526	11.07865	10.29324	10.63489	12.3241	10.84307	9.345319	10.74117	9.342258	11.80181	9.575077	10.05438	9.048668	10.31273
32	5	8.580152	10.27157	10.17606	10.46455	12.40475	8.525168	11.67329	11.28745	10.01732	11.22055	9.611986	9.969547	11.77097	10.77875	10.11489	10.42748	10.75062	9.222528	11.06787	11.14729
32	6	9.935015	10.90359	10.92193	9.041392	10.42428	11.10553	10.2598	9.933599	12.48355	10.03888	10.68139	11.16195	10.5056	12.88681	12.13745	10.25189	12.84271	11.89293	10.34423	10.87169
32	7	13.00489	10.84844	10.33472	9.44086	11.26489	10.68586	9.580135	11.27548	10.35554	10.54294	11.23222	12.28585	9.225017	10.67904	11.77401	10.39725	10.21575	8.605021	10.92411	10.54159
32	8	10.22786	10.24088	10.62126	9.579115	11.0771	10.97935	9.785624	9.617035	9.123561	11.09971	8.002653	13.4204	10.97118	11.94332	12.87204	10.37844	9.578881	10.67015	11.63661	11.11559
32	9	11.91966	9.980026	10.14427	11.81518	9.740124	10.71357	10.37324	10.80547	11.81365	11.87338	10.38027	10.05276	8.185525	11.56877	10.6805	11.71906	11.86676	11.38089	11.30068	10.54309
32	10	8.929072	10.96896	9.122459	10.30928	10.29084	11.00734	9.341746	11.66864	10.5486	10.49606	11.41228	11.25929	10.79983	10.09189	12.0661	10.23858	11.0622	11.2593	10.98242	10.83683
32	11	10.62881	12.38066	8.408176	10.07312	12.30753	11.95958	11.74554	9.308416	10.72938	10.59775	10.84872	8.203101	8.859401	10.53873	10.34106	9.727427	11.02846	11.58262	10.87043	11.06393
32	12	11.00773	10.44435	10.1418	10.90222	11.94377	11.19381	10.34409	10.85427	10.22857	11.02235	10.29027	10.49913	11.5707	8.719665	10.30279	9.662966	9.640798	10.94407	11.58406	11.33689
32	13	12.12342	10.68979	12.38405	9.934752	11.25497	11.31228	9.745693	11.38121	10.00854	9.601394	9.435821	11.64409	11.63355	11.80124	10.10299	9.964197	11.56584	10.86123	11.26106	10.99867
32	14	11.09441	11.37107	11.02071	9.078674	11.30585	10.91931	10.57261	13.43926	10.93116	9.746815	11.09306	11.79347	10.16942	8.784653	11.43645	10.82695	11.09103	10.35324	13.09514	10.17839
32	15	10.61899	9.252426	11.34868	10.0225	9.975127	11.48331	10.75937	11.0806	11.81091	11.59972	8.871302	10.62637	10.30501	11.13748	11.9507	10.7015	12.0588	9.040461	10.08052	10.64837
32	16	9.699294	10.22831	10.50048	9.845004	10.46333	11.11005	10.77006	9.082053	11.42955	10.25424	9.415204	10.70331	11.52236	11.00591	11.26563	11.51337	9.739527	10.3229	9.663295	11.41048
32	17	9.017337	10.53051	11.31938	10.35009	10.85656	10.82147	10.74396	9.664015	12.7013	11.32818	10.81628	12.68765	11.06319	10.01234	11.40546	10.4112	11.18274	9.467728	10.87635	9.702359
